Ini lat (deg),ini lon (deg),ini alt (m),ini vx_body (m/s),ini vy_body (m/s),ini vz_body (m/s),ini yaw (deg),ini pitch (deg),ini roll (deg)
1,12,24,168,0.000509364745,0.0008927750419,-0.000002097152664,0.4038221358,0
1,146,79,-52,-0.000004784118249,0,0.1015789537,0.4332073357,0
1,-32,-7,21,0,0,0,0.9113902651,0
1,-66,70,-167,-0.1236239138,0,0.000007750118922,0.9790596163,0
1,20,-59,-23,0,0.08607007177,0.1125448663,1.649637085,0
1,33,-26,-86,-0.001199567435,0,0,1.746169824,0
1,28,-77,-131,0.004799043134,0,0.00899581798,0.5237064126,0
1,-139,-71,-160,0.03162211869,0.03540282009,-0.0007045592001,0.7165447937,0
1,41,24,-179,0,-0.02821193641,-0.01045392371,0.4126381892,0
1,-159,-46,-112,-0.1066528721,0.0000008822606886,-0.000004742108241,1.246332626,0
1,-57,-31,-170,0.01816749328,0,0.01343949559,2.989130105,0
1,-83,-40,164,-0.06028124028,-0.0004166033483,-0.0114128246,2.345031659,0
1,-153,83,30,0.007451971582,0,0,1.418405253,0
1,-90,-26,-125,0.006251230163,0.02861718168,0.003245190644,1.533093635,0
1,-36,-55,121,0.01748886487,-0.002392775464,-0.1163023552,0.01845191287,0
1,-54,-53,159,0.07450147161,-0.007702077173,0,0.2080655093,0
1,150,-79,80,0,0.05575281944,-0.002288768855,1.880456837,0
1,163,-36,-63,0,0.03754113949,0.09521064947,0.3579200052,0
1,-40,-40,-18,-0.07623398737,0.00448940841,0,0.4623407503,0
1,-110,-45,-25,-0.07943122969,0.03025624487,0,0.1835650762,0
1,102,-83,34,-0.05570509283,-0.08613950668,0.001336373067,0.2515370817,0
1,7,-71,97,-0.0001323141582,0.0009799148288,-0.1156077349,1.247140061,0
1,-130,50,121,0,0.008932692571,0.001853568523,0.2868655766,0
1,147,-59,-14,0.009232671938,-0.01562404216,0,1.115751254,0
1,-67,-38,-32,-0.0894916515,-0.01453314086,-0.0004695559038,0.0942994945,0
1,-6,-48,-136,-0.001316775966,0,0.03404529025,2.088500702,0
1,128,90,-57,0.005350997374,0,0,0.5465789685,0
1,-178,65,-129,0.008006807598,-0.03651924972,-0.115793239,0.6882560705,0
1,29,-39,117,0.000002311163229,-0.08661529459,0.00002543942851,0.7004191825,0
1,-145,45,31,0.001735711161,-0.1073465146,0,1.358387065,0
1,-70,46,-162,-0.06512227267,-0.01205199937,0,1.335980856,0
1,11,50,-126,0.1013333472,-0.004324205404,0,0.01536729146,0
1,31,80,-20,0.02363392039,-0.01894645728,0.05598111197,0.3116171015,0
1,34,46,-73,0.001298226926,0,-0.001508057746,0.8018512438,0
1,-120,56,-55,-0.08613466096,-0.0003890230556,0,1.387408993,0
1,78,-65,26,0.0000202672422,-0.01769823422,0,0.8252665798,0
1,-119,-29,-168,0,0.01401636859,0.002546968074,0.2145005419,0
1,-122,-39,-79,0.08483961807,0.02567196889,0,0.9926692569,0
1,45,16,-59,0.0006609015203,0,0,0.8325313351,0
1,142,-30,-78,0.07324762262,0.07260098102,-0.000009987201296,0.220206846,0
1,-5,72,-94,0.000000002357111752,0,-0.001685635184,0.6799013282,0
1,88,-63,-145,0.002941308955,0.02580387734,0.03324616392,1.565290804,0
1,-56,-17,-74,-0.1202985076,0.0330604115,0.1134698919,0.5819500215,0
1,-32,-84,37,-0.1240631966,0,0.03924534512,1.558058753,0
1,-9,-37,-156,-0.02338718607,-0.00002922671908,0,0.2686642564,0
1,-104,-76,69,-0.04809432885,0,0.003476587783,0.2298266629,0
1,66,65,-4,-0.01161439378,0.0001468425379,0,0.1903946995,0
1,83,89,-107,0.002676539554,0,-0.02793245459,0.8993288339,0
1,-35,-76,-40,-0.03991308725,0.01776305597,0.01622612885,1.107048788,0
1,141,20,-70,0.04383425616,0,-0.02259287098,1.165839819,0
1,69,-22,-133,0,0,-0.00002373526866,1.619903473,0
1,-71,89,-136,0,-0.01505497318,-0.04884764584,2.808141552,0
1,24,-18,135,0,0,0.0003185512795,0.3327788701,0
1,-76,80,164,0,0,0.1022415636,1.961345628,0
1,-108,25,-99,0.00358738907,0,0,0.8103300888,0
1,0,72,-111,0,0,0,0.1379178888,0
1,93,-37,70,0.0441369629,0.08731106158,-0.08591737771,2.53395446,0
1,-19,34,23,-0.02152982105,-0.0006182204225,-0.000603498691,0.9386856031,0
1,88,-54,-99,0,-0.06935145687,0.001677404398,1.782629661,0
1,45,-74,4,-0.04055315521,-0.07823088861,-0.04618972215,0.894747873,0
1,146,39,-80,-0.1164182697,0.06245882894,0,1.540221708,0
1,46,-43,173,0.04694888837,-0.02594127101,0.000000318936354,0.3221911219,0
1,-10,51,-75,-0.08431487478,-0.0006181191347,0.0122820399,0.4994006556,0
1,-172,37,-73,-0.02952034121,0.08585239191,0,0.3847960802,0
1,38,53,-155,0,0.1132498298,0,0.9922097171,0
1,155,-84,116,-0.02761470807,-0.005782444762,-0.0201333605,0.847133884,0
1,78,1,142,-0.06131028275,0,0.0002446134107,1.434380069,0
1,-37,0,-171,-0.01347226703,-0.04916895441,-0.0507536371,0.4227055555,0
1,162,89,-145,0.1134507354,0.0006832407764,-0.01244788618,0.5422600547,0
1,-177,84,47,0.06993631287,0,-0.006339307284,0.08705844504,0
1,145,50,-126,0.03911902891,-0.01015217718,-0.0003073799217,1.168362306,0
1,67,57,144,-0.01682587627,0,0.006994367063,0.3916452303,0
1,-155,-36,30,0.001472348098,-0.00007117304276,0,1.359782884,0
1,-98,57,148,0.0005589715457,0.009231080355,0,0.4253633423,0
1,141,69,-122,0,0.000002823645016,-0.03171669285,2.676754085,0
1,-66,4,-4,0.000006396436252,0.050181123,-0.06316249292,0.7906543059,0
1,-30,-58,-11,0.0001565927468,-0.08841777924,0.06966284446,1.544152762,0
1,6,-48,-85,-0.008795853482,-0.04658733588,0,0.8868558486,0
1,76,52,148,-0.01962049861,0,-0.1035752231,0.1585741012,0
1,-124,-41,142,0.02327179135,0.07876764246,0,1.668843349,0
1,24,35,-148,-0.0007273996398,0,0.007060638589,1.229546103,0
1,82,-33,10,-0.01217969339,-0.07381653035,0,0.1351783495,0
1,85,2,-142,0.08625294748,-0.07867466545,0.02182052324,0.6342108631,0
1,-67,11,109,-0.01047172445,0,-0.001308167106,0.1551495201,0
1,95,-38,-2,0,-0.01151528994,0,0.2880656236,0
1,-39,-42,8,0,-0.03782053492,-0.04664752716,0.553033541,0
1,-109,-77,-22,0,0.04473691879,0,1.704865373,0
1,78,-34,90,0.02166116201,-0.02848398214,-0.000003831139487,0.9288870331,0
1,179,7,-93,0,0.03765217158,0,1.186673243,0
1,85,44,-132,0,-0.001892927963,0,0.689374932,0
1,74,-28,-82,0,-0.008747043299,-0.0001124969433,1.731363187,0
1,10,57,-127,-0.01284838492,0,0,0.5495064651,0
1,63,13,24,-0.001420713703,0,0.07289162962,0.9938082857,0
1,-112,15,7,0,0.1168563752,0.08798957481,0.0736581024,0
1,-125,70,109,0,0,0,0.6161370169,0
1,45,59,141,0,0.003062748826,-0.01383524034,1.142652126,0
1,-72,-56,110,0.009444094751,-0.00410816703,0.1055742123,1.670561436,0
1,147,-62,8,-0.001926562784,0.0004990985101,0,1.000729451,0
1,175,29,180,0.00003533436962,0,-0.05832378693,1.273707297,0
1,77,-6,173,0,-0.003493353058,-0.01478886405,0.01886603175,0
1,48,-56,-171,-0.1080441491,-0.0005646604022,0.005369988255,0.9176099266,0
1,-5,5,122,0.115139759,0,0.0000299545637,0.6325172633,0
1,-73,-3,0,0,0.003752642598,0.0000008930610685,0.4832745986,0
1,-121,-14,-146,0,0,0,0.6499007479,0
1,-150,-56,23,-0.07813424473,-0.06249184897,0,1.60026576,0
1,56,-73,-133,-0.05876618288,-0.002230458984,-0.0003622386413,0.8042479584,0
1,56,-54,82,0,0.09323314968,0,0.7798879924,0
1,-42,37,-157,-0.09122589764,-0.009377098726,0,0.5394958051,0
1,117,74,157,-0.04328446789,0.02038860791,0.000000000727117196,0.7486525792,0
1,97,-79,161,0.0009452237224,0,0.04273672058,2.51264866,0
1,128,85,-129,0,-0.02100979777,0.009223326329,0.8413828849,0
1,-95,36,132,-0.03658273529,0.004604428465,0.02634362443,0.01833565519,0
1,-94,-68,-72,0,-0.001883257248,-0.1184546706,0.8787719018,0
1,75,-28,-66,0,0,0,1.966494123,0
1,-173,-46,8,0,0.002103072038,-0.1125275218,1.283053366,0
1,-120,68,-92,0,0,0.04721528203,0.09735852621,0
1,176,-19,-117,0.01447580772,-0.01582059879,0,0.5151151236,0
1,-75,-83,160,0,0,-0.00242211887,0.1189348896,0
1,49,-85,-3,0.001066923821,-0.002358360231,-0.00553625845,0.4729868412,0
1,64,81,-179,-0.004633503236,0.08435005527,0.001252194431,1.537371186,0
1,73,-57,24,0,-0.004808020387,0,0.7440420229,0
1,-70,51,-142,0.07900816987,-0.002515287292,-0.1116949428,0.2333488059,0
1,-152,-38,-21,0,0,0.02999224527,2.751534425,0
1,-118,-1,68,0,-0.02349827599,0.03374189519,2.424932742,0
1,172,-45,-128,0.00000000526471492,-0.02256568287,0,1.660458855,0
1,-161,-19,110,-0.03022389683,-0.000004831095786,0.107672388,2.183380627,0
1,-104,50,-153,0,0,0.02597201588,2.496358357,0
1,63,-1,117,-0.02003341621,0,0,0.05849276102,0
1,112,-69,-96,-0.03266430723,-0.01796803335,0,0.4976219223,0
1,93,-11,-88,-0.0002872936316,0.05547965023,0,0.3204390445,0
1,-39,-56,-3,0,-0.007965245231,0,0.5995162302,0
1,-46,-77,85,0.03325598995,0,0,0.8648764275,0
1,-156,54,86,0,0,-0.0004127710674,0.6149812478,0
1,-132,-67,-10,0.05428609962,0.002497896479,0,0.9045459951,0
1,-149,-50,92,0.01238987208,-0.117941171,-0.000338112532,0.5422580266,0
1,160,-46,81,0.0000103423859,-0.01363741346,0,0.6385622383,0
1,152,-36,-146,-0.0006361111428,-0.0001410975142,0.05069672681,0.4451181803,0
1,-90,-78,25,-0.03564716212,-0.00001417995325,-0.00002417539535,0.7749141602,0
1,118,85,-96,-0.1128730188,0.000266806199,-0.1207789759,1.874791431,0
1,-79,64,61,-0.02169550768,0.001183053653,0,0.2443181645,0
1,-47,-53,-25,0,0.02697315484,0.02631366937,2.34882311,0
1,-158,75,-11,-0.002449974528,0.003965611303,0,0.07550224988,0
1,162,-44,167,0.07195068467,-0.002922182319,0.04322882062,0.6322249729,0
1,13,-38,-164,0,-0.000006895267524,-0.05706758658,0.3153578465,0
1,-99,-76,170,0.03462377818,0,-0.01333824705,0.3360712591,0
1,-113,72,97,-0.00644288969,0.004759347915,0,0.7758101205,0
1,144,22,-46,-0.06451323768,-0.006823248722,0,0.4711304549,0
1,-21,86,-177,-0.003178784302,-0.0193110193,0,0.3359885837,0
1,118,30,30,0.06639747846,0.02928480521,0.00009239973428,1.205218832,0
1,174,31,159,0.08782013493,0,-0.00157868514,2.374472741,0
1,-47,86,4,0,0,0.07231390414,0.05774309166,0
1,-22,-1,-4,0.008605872451,0.0001955538382,-0.001671137128,0.3484316151,0
1,146,35,-158,0,0.001719583248,-0.01443207798,0.4278107429,0
1,-5,-19,-9,0.06479837904,0,0.05629831287,0.7844448047,0
1,88,20,122,-0.0002410681272,0.08712530409,-0.01406826083,0.7929250058,0
1,-2,29,-139,-0.009476533332,-0.00437338773,0.04474883064,0.061510295,0
1,55,-12,-49,0,0,0.005241925484,0.4224794259,0
1,83,11,-101,-0.07445522351,0,-0.02304693429,1.776808966,0
1,29,50,-122,-0.1073963479,-0.008591328961,-0.002004784332,2.073995348,0
1,-46,4,-16,0,0,-0.1208199962,0.9757295732,0
1,-146,-25,28,-0.08320858304,0,0.1027694044,0.8426605879,0
1,5,-62,175,0,0.004817016052,0,0.635940777,0
1,148,78,-113,-0.02771982745,0,0,1.018858879,0
1,122,-17,-98,-0.01038316523,0,0.00000479263332,1.05766978,0
1,-95,-64,127,-0.03482303833,0.04081343858,0,0.8399550063,0
1,-120,-63,-48,-0.05737036632,-0.001496240251,-0.07124503996,0.8901502554,0
1,-119,36,-52,0,-0.02056759369,0,1.580769882,0
1,-42,47,-142,-0.001503949659,0.0004240200222,0.007737396211,0.1079354432,0
1,-64,-25,108,-0.04243113667,-0.09457466551,-0.002190501342,0.476235452,0
1,66,-28,166,-0.004692963129,-0.00001122874996,0.03554774641,0.2494650059,0
1,-6,65,-51,0,0,0,2.077726545,0
1,-121,-28,-84,0,0,-0.05433539074,2.285398506,0
1,115,40,-98,0.002370364664,0,0.03679462498,0.6063342611,0
1,-73,37,-77,-0.09168178153,-0.0000105806792,0.03948714111,0.2188041841,0
1,116,37,117,0,0.008984279536,-0.06506628963,1.896697779,0
1,-107,80,-164,0,0,0.001128648117,1.95176092,0
1,-76,-61,-126,0.08283159386,0,-0.002579105827,1.036338581,0
1,121,-60,-100,0,0,-0.02217464209,0.114615226,0
1,-76,64,-146,0.09415836457,0,0.07977404094,0.6373883996,0
1,-40,-61,164,-0.1196480005,0,0,0.2833689176,0
1,-7,12,-132,-0.00004887055465,0,0,1.115342731,0
1,-156,67,-57,0.1012461734,-0.118061261,0,1.61870314,0
1,-13,-85,172,-0.00009304809697,0,0,0.5650644543,0
1,-23,9,123,0,0,0,0.3907201776,0
1,-76,-87,169,-0.05827829391,0,0.02542042569,0.4778755268,0
1,165,-22,-106,0.0009873244615,0.08747513615,0.003315606862,0.7299454509,0
1,-129,-67,31,0,0.01692069699,-0.0006531255824,0.5877428032,0
1,83,-37,-140,-0.1111411675,0,-0.04135929181,0.7461455083,0
1,-79,-63,35,0.005608509808,0,-0.002877623985,0.7629019449,0
1,137,-42,40,0.0006650533405,-0.00000007584287018,-0.0334464657,0.4471234065,0
1,-21,58,-103,-0.0002038338485,-0.01628844629,0.03254959309,0.0433865722,0
1,-170,-37,131,0,0.0163763597,-0.00005914662786,0.8728638654,0
1,20,3,164,0,0,0,2.93570553,0
1,120,69,124,0.0001181550429,0.1246070741,0,0.4436580383,0
1,-39,88,-143,0.0003343721799,-0.03967186329,0,0.8798422614,0
1,167,-31,-112,0.1248686639,0.08550925444,-0.1095302074,0.3993044903,0
1,14,-89,-148,0.01545305127,0.01138151878,0,2.502185779,0
1,-116,29,-134,0.009856732955,-0.009480068513,-0.02805384764,0.3143371421,0
1,19,14,68,0.002401772145,0,0.02583086397,1.807202456,0
1,53,-54,-139,0.07919563753,0.002928086375,0.000798918936,0.9044968871,0
1,-67,77,28,0.004883689225,0,0,1.565287244,0
1,76,40,140,-0.1201047815,0,0,0.9290677441,0
1,-92,56,81,0,-0.02753567212,-0.006644219736,0.1550474442,0
1,-136,40,-33,0,-0.03168019361,0,1.103201389,0
1,38,44,49,0,0,0,1.237973923,0
1,70,41,132,0.0001074738168,0.01263754416,-0.0007857244591,1.102756296,0
1,-143,-62,-166,-0.0003954720746,0.01106629836,-0.03665358642,0.1019308179,0
1,120,-71,-167,0.003694860545,-0.1052525369,-0.01184221138,0.2207488207,0
1,-28,5,145,0.01034212871,0.008811790279,0,1.176405582,0
1,-158,-51,163,0.02920179327,-0.1111119416,0,2.563089217,0
1,47,-28,-32,0,-0.06674936471,0.01773333937,0.03968550199,0
1,-110,-25,-168,-0.01135952924,0,0,0.02654507381,0
1,62,37,-169,-0.007656038775,0,0,2.685711473,0
1,-133,41,-104,0,-0.001590955359,0,0.7321236454,0
1,-72,-18,-106,0.1189307901,-0.07761799268,0,0.7138964952,0
1,-132,31,-3,-0.1094521709,0.0052143417,-0.0004727410742,0.4549287742,0
1,98,-72,21,-0.03098221711,0,0,1.478970886,0
1,-175,87,99,-0.09788445516,0.00000137155559,0.01248165711,0.7027395878,0
1,15,44,-179,0.09091719169,0.05175972713,0.0005573700652,0.4412595533,0
1,3,13,57,0,0.01897071123,0.09539001194,1.004398707,0
1,-45,-50,31,-0.0003162927849,0,-0.02289749437,2.418967932,0
1,-8,-16,-105,0,-0.007734054483,-0.002385440884,0.4221025088,0
1,48,23,-68,0,0,0,0.2401177834,0
1,21,-72,-52,-0.0003499741493,-0.002656605469,-0.09053827002,1.029653772,0
1,139,-42,139,-0.0118887372,0,0.01791344166,0.07153396442,0
1,-160,86,-6,0.03794797707,0.1130282807,-0.1062206929,0.5784782929,0
1,-126,-24,155,0.09058424054,0.006134288219,-0.003144833465,0.750563533,0
1,143,-4,21,-0.001719756069,0,0,0.2182869602,0
1,-69,46,165,0.006003585998,0.002548504659,-0.01440997253,2.578807338,0
1,-132,-76,133,0.0295977505,0,0,0.6239867719,0
1,-152,0,-107,0,-0.03231081015,0.0004944189993,1.998204211,0
1,-180,-46,-9,0.01546415384,0,-0.009787009984,0.5590847346,0
1,-37,-1,-22,0,-0.1016350633,0.02540607804,0.4266634833,0
1,-162,90,147,0.0001278599353,0.004017357876,-0.02103011249,0.1075557096,0
1,-126,-13,69,0.03320471563,-0.0002484258966,0.07183520991,0.08450851307,0
1,146,89,-11,-0.007179811896,0.00402702876,-0.00009224984111,0.4900094884,0
1,71,-43,173,0,0,0,0.5460660417,0
1,29,27,-88,0.001750617876,0.004740192897,0,0.3584589608,0
1,-86,-77,-103,-0.05111474935,-0.07350607512,0.003214321448,1.482983146,0
1,30,53,144,0.01365616828,0,0.007861914562,0.9172602292,0
1,-65,55,-34,-0.1204815163,0.0879844465,0,0.521327328,0
1,80,-58,-132,0.000003445526616,0,0,0.19136813,0
1,-157,77,-33,0,0,0,1.673169804,0
1,3,45,-60,0,-0.001094585927,0,1.645597375,0
1,109,19,21,0,0.01292682279,0,0.5733960194,0
1,-63,-88,-107,0,0,0,2.29893512,0
1,154,89,-134,0.05164311067,-0.04321892846,0,0.6370662509,0
1,174,23,39,0,0.04178462014,0,2.57454199,0
1,-74,13,35,0,0,-0.001202765825,2.038551218,0
1,-149,-27,152,0,-0.01590917273,0,0.4858099576,0
1,13,-9,179,0.0680351228,-0.04539229922,-0.00002929402628,0.1124461446,0
1,-118,44,139,0,0,0,0.9865397697,0
1,130,65,-164,-0.0006755391641,-0.07754245691,-0.0008321567311,0.6369365048,0
1,-99,-48,115,-0.005951533917,0.04327440902,0,1.165597146,0
1,-63,-62,2,-0.01471280283,-0.03844131704,-0.02297060354,1.451286517,0
1,-110,37,-100,0.003651449964,-0.1224346552,-0.006557687101,2.906441595,0
1,-102,84,-156,0.007043697435,0,0,0.5436703435,0
1,13,-13,58,0.05910692409,0.04745997508,-0.00005471533972,0.5231462725,0
1,103,60,87,0,-0.05317330519,0.004879292458,0.8423334062,0
1,-99,5,-130,0.1239099806,0.0006016170957,0,1.163138519,0
1,38,61,57,-0.1087721697,0,0.02719943831,0.5123933652,0
1,28,-56,-114,-0.005906791987,0,0.08295313335,1.000625228,0
1,-33,-26,107,-0.0015720606,0.0007434475753,0,0.6264120417,0
1,-51,74,-54,0.07793003198,0,-0.00000556847503,0.7146038341,0
1,171,61,29,0,-0.001754385853,0.0002214149916,0.7649349761,0
1,7,-70,164,0,0,-0.0001144123038,2.87972748,0
1,108,32,-46,-0.01720457856,0,0.000004256925181,2.406884085,0
1,128,-53,-141,0,0,-0.008076650175,0.2319820206,0
1,56,-57,121,0.0002726079879,-0.0869050433,0.0001837281012,0.1880012429,0
1,-18,47,133,0.05864831351,0,0.05808546087,0.3733919262,0
1,146,21,154,-0.009214354213,0.03730843534,-0.1046504158,1.846689251,0
1,11,45,30,0,0,0.0952508162,0.8600793257,0
1,-129,-48,-44,0.03630086295,-0.008670677416,0,0.09188608287,0
1,-163,27,-161,-0.04234872321,-0.1065923883,0.000007486338085,2.459425805,0
1,149,-33,141,0.05200238019,-0.00107477438,0,0.6139710123,0
1,-108,20,-53,0,0,0.003926999552,1.678106089,0
1,-57,53,48,0.07693018159,-0.01515880613,0,0.3964316906,0
1,-106,52,-119,-0.003806713949,-0.0007331709402,0,1.746558665,0
1,63,-33,-88,0.008182810984,-0.0563642554,-0.00171552991,1.312830006,0
1,25,82,-74,0.04121206548,-0.000006460423506,0.008872267234,0.6082248467,0
1,142,45,-167,-0.005445212926,-0.04736744643,0,0.3218390431,0
1,-12,-37,68,0,0,-0.000548760513,0.2195542103,0
1,117,30,77,0.009717414064,-0.00000491772357,0,2.15274256,0
1,-44,-27,-120,0.09269773067,0,0.04306805158,0.7407038029,0
1,104,8,12,0,0.03975613937,0,2.746269704,0
1,-103,-51,-96,-0.01618494235,0,0.007705394209,0.8799491661,0
1,159,-26,-132,0,-0.00002992625717,0,0.4832093417,0
1,4,-51,85,-0.1130971016,0,0.002073960357,0.3997159533,0
1,-4,-25,-40,0,0.00111659213,0,1.907270133,0
1,-113,66,-161,0.08138117618,0,-0.009128027178,0.3087316589,0
1,-91,-88,169,-0.00008367542874,0,0,0.4336603933,0
1,-46,31,4,0.04353008189,0.00009717249286,-0.02231001647,0.8115400915,0
1,-94,-9,-85,0.003909839527,0.04002413872,0,2.690653477,0
1,-139,-42,-32,0,-0.03564754703,-0.0003782501387,0.2683585123,0
1,-90,57,-30,0.0726019902,-0.1175007069,0,2.261924991,0
1,-147,33,-129,0.01004013495,-0.04250989094,0,2.88898411,0
1,-166,19,73,-0.000389596368,0.02011015542,0,0.07269675272,0
1,-37,-1,176,0,0.05637085204,-0.0003424183889,0.848826818,0
1,85,57,156,-0.03247663228,0.0001337927352,0.04371080434,0.144787248,0
1,-130,-43,-180,0,0,-0.001373754498,2.479828837,0
1,-180,63,2,0,0.005299741095,0,1.820196139,0
1,-102,1,17,0.07473380397,-0.003973928149,-0.007759035904,0.7926979701,0
1,-70,86,59,-0.03338371268,0,0.001738713591,0.8074551277,0
1,-76,83,92,0.001268176134,-0.001258784262,-0.01901826908,1.090773036,0
1,0,-71,66,0,0,-0.00002722411243,2.613601105,0
1,128,-24,21,0,0.1249073749,0.006734255746,0.08797648249,0
1,-55,73,167,0.0009358238322,0.01418370465,-0.0003583445249,0.8884592914,0
1,-35,-3,17,-0.005963362409,-0.001351950791,0,0.03309042491,0
1,1,-67,31,0,0.05033682234,-0.04653398865,0.470202597,0
1,130,-57,-163,0.01939642139,-0.00002576454678,0,2.428246223,0
1,-178,25,161,0.002103473272,-0.04100263699,-0.0000008919344813,1.880780105,0
1,-159,39,-173,0,0,-0.03342722858,0.5268275458,0
1,-178,61,171,0,0,0,0.09458730809,0
1,-61,-45,62,-0.05951426722,-0.0005344131964,0,2.612521397,0
1,-104,49,-17,-0.04541504309,0.01254943751,0.02791746944,1.03692631,0
1,151,29,-9,-0.001451816156,0,0.001165671588,0.924079464,0
1,-74,-61,13,0.08681154997,0,-0.05887144054,0.9733410564,0
1,119,-52,151,-0.0350007566,-0.0006486797061,0.09984767238,0.7323164429,0
1,-66,-78,-40,0.0181037063,0.00008758257898,-0.0679662049,0.1102517324,0
1,51,-61,-30,-0.1121906332,-0.002875156751,0.05656572616,0.7392155392,0
1,-162,34,-118,-0.04826753448,0.07626502099,0.008490537745,0.4730077044,0
1,-62,68,-50,-0.001832368136,-0.05920849331,0.005373872264,1.162159187,0
1,-115,52,37,-0.09473936671,0,0,1.858327219,0
1,-96,-21,-108,0,0,-0.1130855425,0.147891319,0
1,-165,-3,-132,0.1183203138,-0.000001139148799,-0.001236799182,0.5688108277,0
1,-130,16,-143,-0.0007888043617,-0.0007931040017,0,0.01517997989,0
1,126,-75,161,0,-0.08727947376,0.1039572409,0.2851924663,0
1,-150,83,24,0,-0.05743576737,-0.07452177444,0.001483544662,0
1,-139,-56,31,0,0.1157496358,-0.001175028928,2.885755152,0
1,-155,25,137,-0.01343278972,0.004139287077,-0.0008381148289,0.943197176,0
1,-145,9,-149,0,-0.04994711324,-0.02678516856,0.2906265439,0
1,-109,84,112,0.02327589124,-0.08958029692,0,2.857840673,0
1,109,51,94,0,0,0.08913492373,0.7219638503,0
1,99,-46,128,0,0.002901444556,0.1115012865,0.506988379,0
1,-100,85,-174,0,0,0,0.3915052967,0
1,138,-31,56,0.0003589650728,-0.0776393444,0.0001155462441,0.1322457553,0
1,77,-17,-94,0.003470373992,-0.1231699244,-0.000001419807953,0.08479794479,0
1,169,-65,100,0,0,0.03936760758,0.463582679,0
1,-48,36,135,-0.05159815026,0.05268191103,-0.01603596497,0.7261907864,0
1,93,4,-141,0,-0.02845893669,0.00001579769678,0.1707833726,0
1,-135,-30,-103,0,0,0.02763166942,2.575175798,0
1,-99,5,162,-0.0008207419882,0.00002017940618,-0.003344866953,0.02362433076,0
1,45,-26,140,0.000002772973857,0,0.0001443736913,0.3512900411,0
1,134,6,-61,-0.02947083773,-0.004290486635,0.0007704883767,0.9224515537,0
1,-169,-15,122,0.00531072199,0,0.002746725786,0.2550481422,0
1,179,2,21,0.0002465754886,0.0953649992,-0.03825297422,2.079017512,0
1,138,74,111,0,0,0.02025356306,0.6454597305,0
1,110,-30,169,0,-0.004201473915,0,1.786448071,0
1,118,-20,123,-0.0004503220339,-0.04280903978,0,0.4700618809,0
1,150,59,154,-0.02769850625,-0.1219838629,-0.006671651415,0.1859224276,0
1,-132,-39,-140,0,0,0.04754085737,0.1675038541,0
1,96,61,10,0,-0.04307988985,0.002615185414,0.8406160295,0
1,23,76,76,0.02717825657,-0.000001493745121,-0.04777654259,0.187904954,0
1,80,5,44,0.05091662764,-0.05403834558,0.01759978091,0.3007189582,0
1,-5,67,63,-0.00003154742764,-0.07187549355,0.01186691192,0.5580092592,0
1,-150,-20,-153,-0.0244052045,0,0,0.4821661101,0
1,-34,40,29,0.0003618043664,0,0,0.6223461176,0
1,107,-73,99,0,0.005056565453,0,1.200804965,0
1,75,79,-64,-0.007383619109,0.03888574432,0,0.8584040936,0
1,-174,30,170,0,0,0.03881731046,0.7888321264,0
1,-27,55,155,-0.1031510369,-0.002834930056,0.1001631013,0.03755044135,0
1,147,-89,23,0,0,0,1.929713755,0
1,-4,-4,148,0,-0.04164751316,0,0.3368081309,0
1,-19,-34,-32,-0.02081815295,0,0,1.4616358,0
1,0,40,112,0.00211278387,0,0,0.05482355548,0
1,99,-45,51,-0.02266062158,-0.04860627977,0.002835723077,0.5728051423,0
1,152,65,-142,0,0,-0.001078073364,0.2679870548,0
1,125,33,-87,-0.000003057356031,-0.01603821422,0,0.8191274253,0
1,-73,42,-126,0,0,0.02849512496,1.127740849,0
1,154,-89,-159,-0.01940312729,-0.1152362412,0.1161198393,0.4341940179,0
1,173,18,-139,0.01961881737,0,0,1.447070442,0
1,163,-72,-179,0.000005657205157,0,0,0.720838344,0
1,125,63,-150,0.1053488002,-0.001618220794,-0.1192573073,0.2387575347,0
1,77,22,12,0.06078116653,-0.00006032187141,-0.000001035038884,1.609749249,0
1,119,32,131,0.000001728953904,0.002891313386,0.00569770169,1.31260172,0
1,36,68,96,0.08445455378,0.00005616696903,0,0.8864403847,0
1,-132,-59,128,0.01677269488,0,-0.002474477723,0.2395039677,0
1,-30,40,138,0.004705819046,-0.01297653973,0.08402364183,0.4988602454,0
1,144,-80,-153,0,0.004585458509,0.002832844797,2.604947165,0
1,35,-23,126,0.0024694659,-0.09389028804,0.0001855324597,0.646579762,0
1,36,-33,-129,-0.0007986224928,0.03519833161,-0.03867248931,0.6610834483,0
1,-113,-79,-147,0,0,-0.02926152636,2.109636549,0
1,25,11,132,0,0.09172710411,-0.002786276327,1.458918292,0
1,132,69,119,0,0,-0.1016572683,1.273024079,0
1,-148,-33,-176,0,-0.0004650573516,-0.02829786543,1.321101726,0
1,149,-59,112,0.005787030628,-0.0008705468719,-0.01577675709,1.066362238,0
1,-130,36,168,-0.07412390865,0,-0.002758486553,1.504356462,0
1,78,81,-172,0.01320081689,0.005641155268,0.02577194366,0.1417495606,0
1,-162,-43,106,0.06185218818,0,-0.04426658362,1.190709977,0
1,-103,-24,140,0.0319178168,0,0,0.8204647058,0
1,27,84,150,0,0,0,1.850753072,0
1,160,-58,145,-0.002814157835,0,-0.01253965125,2.104763707,0
