# Model Roll	Model Pitch 	Ref Roll 	Ref Pitch
-5.800285339355468750e+01	-5.508901596069335938e+01	-1.109997805916023594e+01	-3.092999488046392997e+01
-5.692225646972656250e+01	-5.438825225830078125e+01	-9.369980253241564583e+00	-3.026999539241633386e+01
-5.584098434448242188e+01	-5.366359329223632812e+01	-7.639982227914694057e+00	-2.960999585317330585e+01
-5.476055908203125000e+01	-5.291591262817382812e+01	-5.909984005120567652e+00	-2.894999626785467584e+01
-5.368232727050781250e+01	-5.214618682861328125e+01	-4.179985604605797711e+00	-2.828999664106792622e+01
-5.260740661621093750e+01	-5.135548782348632812e+01	-2.449987044142561743e+00	-2.762999697695988388e+01
-5.153675460815429688e+01	-5.054494476318359375e+01	-7.199883397255890660e-01	-2.696999727926253954e+01
-5.047109603881835938e+01	-4.971572494506835938e+01	1.010010494249624857e+00	-2.630999755133496265e+01
-4.941094207763671875e+01	-4.886901473999023438e+01	2.740009444827357754e+00	-2.564999779620015730e+01
-4.835665512084960938e+01	-4.800597000122070312e+01	4.470008500347313785e+00	-2.498999801657884845e+01
-4.730839538574218750e+01	-4.712774658203125000e+01	6.200007650315265906e+00	-2.432999821491960191e+01
-4.626617813110351562e+01	-4.623541641235351562e+01	7.930006885286418061e+00	-2.366999839342631518e+01
-4.522988891601562500e+01	-4.533002090454101562e+01	9.660006196760468455e+00	-2.300999855408243278e+01
-4.419930648803710938e+01	-4.441252517700195312e+01	1.139000557708711625e+01	-2.234999869867293043e+01
-4.317411422729492188e+01	-4.348381423950195312e+01	1.312000501938109664e+01	-2.168999882880427421e+01
-4.215394973754882812e+01	-4.254468154907226562e+01	1.485000451744567052e+01	-2.102999894592251451e+01
-4.113841247558593750e+01	-4.159588241577148438e+01	1.658000406570380036e+01	-2.036999905132898903e+01
-4.012709808349609375e+01	-4.063803863525390625e+01	1.831000365913610750e+01	-1.970999914619474680e+01
-3.911961746215820312e+01	-3.967171096801757812e+01	2.004000329322519391e+01	-1.904999923157400588e+01
-3.811560821533203125e+01	-3.869736862182617188e+01	2.177000296390536604e+01	-1.838999930841533015e+01
-3.711477279663085938e+01	-3.771543502807617188e+01	2.350000266751750999e+01	-1.772999937757243671e+01
-3.611688613891601562e+01	-3.672622680664062500e+01	2.523000240076845557e+01	-1.706999943981394807e+01
-3.512180328369140625e+01	-3.572999572753906250e+01	2.696000216069430522e+01	-1.640999949583124362e+01
-3.412948226928710938e+01	-3.472693634033203125e+01	2.869000194462756426e+01	-1.574999954624678900e+01
-3.313999557495117188e+01	-3.371717834472656250e+01	3.042000175016750418e+01	-1.508999959162077609e+01
-3.215352630615234375e+01	-3.270077133178710938e+01	3.215000157515343204e+01	-1.442999963245740958e+01
-3.117038917541503906e+01	-3.167773056030273438e+01	3.388000141764078421e+01	-1.376999966921031238e+01
-3.019103813171386719e+01	-3.064800262451171875e+01	3.561000127587938380e+01	-1.310999970228801992e+01
-2.921604919433593750e+01	-2.961148643493652344e+01	3.734000114829412098e+01	-1.244999973205795030e+01
-2.824612426757812500e+01	-2.856801986694335938e+01	3.907000103346739195e+01	-1.178999975885088247e+01
-2.728211593627929688e+01	-2.751741409301757812e+01	4.080000093012332485e+01	-1.112999978296451609e+01
-2.632500076293945312e+01	-2.645942115783691406e+01	4.253000083711367552e+01	-1.046999980466672753e+01
-2.537587356567382812e+01	-2.539373970031738281e+01	4.426000075340498086e+01	-9.809999824198733620e+00
-2.443595123291015625e+01	-2.432005691528320312e+01	4.599000067806717595e+01	-9.149999841777521681e+00
-2.350656127929687500e+01	-2.323801040649414062e+01	4.772000061026313489e+01	-8.489999857598506949e+00
-2.258911323547363281e+01	-2.214720344543457031e+01	4.945000054923950472e+01	-7.829999871837356906e+00
-2.168513488769531250e+01	-2.104722213745117188e+01	5.118000049431824294e+01	-7.169999884652336952e+00
-2.079619979858398438e+01	-1.993762969970703125e+01	5.291000044488910703e+01	-6.509999896185831858e+00
-1.992450904846191406e+01	-1.881867790222167969e+01	5.464000040040289008e+01	-5.849999906565982677e+00
-1.910733413696289062e+01	-1.773444938659667969e+01	5.637000036036529593e+01	-5.189999915908101613e+00
-1.832146263122558594e+01	-1.667402076721191406e+01	5.810000032433146799e+01	-4.529999924316002513e+00
-1.756091690063476562e+01	-1.562897205352783203e+01	5.983000029190099411e+01	-3.869999931883117306e+00
-1.682173156738281250e+01	-1.459221649169921875e+01	6.156000026271357228e+01	-3.209999938693514743e+00
-1.610178565979003906e+01	-1.355775451660156250e+01	6.329000023644491080e+01	-2.549999944822917364e+00
-1.540059947967529297e+01	-1.252057933807373047e+01	6.502000021280309738e+01	-1.889999950339312340e+00
-1.472097396850585938e+01	-1.147667217254638672e+01	6.675000019152547281e+01	-1.229999955304071912e+00
-1.406332397460937500e+01	-1.042274188995361328e+01	6.848000017237562531e+01	-5.699999597723598432e-01
-1.342125988006591797e+01	-9.356973648071289062e+00	7.021000015514074732e+01	9.000003620615668054e-02
-1.278987407684326172e+01	-8.278230667114257812e+00	7.194000013962936180e+01	7.500000325867970385e-01
-1.217920875549316406e+01	-7.124781131744384766e+00	7.367000012566910527e+01	1.410000029329359084e+00
-1.159881401062011719e+01	-5.801772117614746094e+00	7.540000011310488048e+01	2.070000026397711856e+00
-1.105757331848144531e+01	-4.294183731079101562e+00	7.713000010179707999e+01	2.730000023759184380e+00
-1.055557250976562500e+01	-2.606181859970092773e+00	7.886000009162005142e+01	3.390000021384566686e+00
-1.009409809112548828e+01	-7.521991729736328125e-01	8.059000008246073321e+01	4.050000019247396388e+00
-9.677040100097656250e+00	1.256365060806274414e+00	8.232000007421734722e+01	4.710000017323959121e+00
-9.308304786682128906e+00	3.407146215438842773e+00	8.405000006679830449e+01	5.370000015592882647e+00
-8.991507530212402344e+00	5.685700893402099609e+00	8.578000006012115364e+01	6.030000014034929023e+00
-8.730102539062500000e+00	8.075843811035156250e+00	8.751000005411171401e+01	6.690000012632696169e+00
-8.527420997619628906e+00	1.056016731262207031e+01	8.924000004870323721e+01	7.350000011370712905e+00
-8.386778831481933594e+00	1.312049770355224609e+01	9.097000004383559713e+01	8.010000010234934464e+00
-8.311399459838867188e+00	1.573843955993652344e+01	9.270000003945470723e+01	8.670000009212738945e+00
-8.304492950439453125e+00	1.839579391479492188e+01	9.443000003551192378e+01	9.330000008292728353e+00
-8.372311592102050781e+00	2.107419967651367188e+01	9.616000003196342050e+01	9.990000007464725940e+00
-8.537627220153808594e+00	2.375023460388183594e+01	9.789000002876976225e+01	1.065000000671956926e+01
-8.798768043518066406e+00	2.640594863891601562e+01	9.962000002589547876e+01	1.131000000604891476e+01
-9.157655715942382812e+00	2.902471160888671875e+01	1.013500000233086098e+02	1.197000000544533194e+01
-9.616113662719726562e+00	3.159183883666992188e+01	1.030800000209804352e+02	1.263000000490210262e+01
-1.015502548217773438e+01	3.409375000000000000e+01	1.048100000188850913e+02	1.329000000441322271e+01
-1.077614498138427734e+01	3.651822662353515625e+01	1.065400000169992580e+02	1.395000000397319795e+01
-1.149006748199462891e+01	3.885040283203125000e+01	1.082700000153020312e+02	1.461000000357713979e+01
-1.230567264556884766e+01	4.107671737670898438e+01	1.100000000137745104e+02	1.527000000322067130e+01
-1.321733283996582031e+01	4.319617462158203125e+01	1.117300000123997421e+02	1.593000000289992890e+01
-1.422090148925781250e+01	4.520986938476562500e+01	1.134600000111624496e+02	1.659000000261124796e+01
-1.531354713439941406e+01	4.711965179443359375e+01	1.151900000100488768e+02	1.725000000235136710e+01
-1.649292945861816406e+01	4.892789459228515625e+01	1.169200000090467029e+02	1.791000000211754184e+01
-1.775666999816894531e+01	5.063732528686523438e+01	1.186500000081447155e+02	1.857000000190712541e+01
-1.911131668090820312e+01	5.224861907958984375e+01	1.203800000073329244e+02	1.923000000171767709e+01
-2.055425071716308594e+01	5.376583099365234375e+01	1.221100000066023057e+02	1.989000000154715764e+01
-2.208075714111328125e+01	5.519234085083007812e+01	1.238400000059447734e+02	2.055000000139373739e+01
-2.368559646606445312e+01	5.653141021728515625e+01	1.255700000053529806e+02	2.121000000125568619e+01
-2.503629875183105469e+01	5.711800003051757812e+01	1.273000000048203617e+02	2.187000000113137688e+01
-2.610845756530761719e+01	5.775104522705078125e+01	1.288480000043410314e+02	2.241100000101957335e+01
-2.664437103271484375e+01	5.853517913818359375e+01	1.302322000039096110e+02	2.284490000091889073e+01
-2.572170829772949219e+01	5.949732208251953125e+01	1.314689800035213239e+02	2.318241000082826275e+01
-2.254330062866210938e+01	5.979508209228515625e+01	1.325730820031718622e+02	2.343316900074674791e+01
-1.408902645111083984e+01	5.874062347412109375e+01	1.335577738028573833e+02	2.360585210067335282e+01
2.167859458923339844e+01	5.621847152709960938e+01	1.344349964225743292e+02	2.370826689060733372e+01
1.123737869262695312e+02	5.215583419799804688e+01	1.352154967803195973e+02	2.374744020154788515e+01
1.339738922119140625e+02	4.680086517333984375e+01	1.359089471022903126e+02	2.372969618139443071e+01
1.408837432861328125e+02	4.086920547485351562e+01	1.365240523920639646e+02	2.366072656325631129e+01
1.446086120605468750e+02	3.542782211303710938e+01	1.370686471528602510e+02	2.354565390693196036e+01
1.469972229003906250e+02	3.092132568359375000e+01	1.375497824375769085e+02	2.338908851624002949e+01
1.484278869628906250e+02	2.718600082397460938e+01	1.379738041938219055e+02	2.319517966461733494e+01
1.491461334228515625e+02	2.397044372558593750e+01	1.383464237744423997e+02	2.296766169815692749e+01
1.492770385742187500e+02	2.112001800537109375e+01	1.386727813970008469e+02	2.270989552834252834e+01
1.490688629150390625e+02	1.850690650939941406e+01	1.389575032573034434e+02	2.242490597550956366e+01
1.486680297851562500e+02	1.608086585998535156e+01	1.392047529315757970e+02	2.211541537795987722e+01
1.481674346923828125e+02	1.381150341033935547e+01	1.394182776384209035e+02	2.178387384016513550e+01
1.476275787353515625e+02	1.167698860168457031e+01	1.396014498745815047e+02	2.143248645614990977e+01
1.470874481201171875e+02	9.660729408264160156e+00	1.397573048871260539e+02	2.106323781053618305e+01
1.465714416503906250e+02	7.749600887298583984e+00	1.398885743984161252e+02	2.067791402948387613e+01
1.460938568115234375e+02	5.933000564575195312e+00	1.399977169585772003e+02	2.027812262653682041e+01
1.456620788574218750e+02	4.202267169952392578e+00	1.400869452627221676e+02	1.986531036388442573e+01
1.452789459228515625e+02	2.550256967544555664e+00	1.401582507364526293e+02	1.944077932749724980e+01
1.449441986083984375e+02	9.710119366645812988e-01	1.402134256628100388e+02	1.900570139474883291e+01
1.446558380126953125e+02	-5.405040979385375977e-01	1.402540830965317298e+02	1.856113125527527075e+01
1.444107818603515625e+02	-1.988631129264831543e+00	1.402816747868812683e+02	1.810801812974901637e+01
1.442054443359375000e+02	-3.377192735671997070e+00	1.402975073081958044e+02	1.764721631677536351e+01
1.440360870361328125e+02	-4.709625244140625000e+00	1.403027565773789149e+02	1.717949468509914723e+01
1.438990173339843750e+02	-5.989097595214843750e+00	1.402984809196437084e+02	1.670554521659047609e+01
1.437930297851562500e+02	-7.203497409820556641e+00	1.402856328276820363e+02	1.622599069493270463e+01
1.437134857177734375e+02	-8.344098091125488281e+00	1.402650695449165141e+02	1.574139162544072690e+01
1.436525115966796875e+02	-9.396307945251464844e+00	1.402375625904275296e+02	1.525225246289789460e+01
1.436084594726562500e+02	-1.037074470520019531e+01	1.402038063313874829e+02	1.475902721660935413e+01
1.435794372558593750e+02	-1.127777099609375000e+01	1.401644256982514207e+02	1.426212449494965462e+01
1.435635528564453125e+02	-1.212648010253906250e+01	1.401199831284289701e+02	1.376191204545596491e+01
1.435590820312500000e+02	-1.292482471466064453e+01	1.400709848155887585e+02	1.325872084091160197e+01
1.435643768310546875e+02	-1.367975711822509766e+01	1.400178863340325677e+02	1.275284875682172370e+01
1.435780334472656250e+02	-1.439734554290771484e+01	1.399610977006319956e+02	1.224456388114087346e+01
1.435988922119140625e+02	-1.508285903930664062e+01	1.399009879305714890e+02	1.173410749302802358e+01
1.436259460449218750e+02	-1.574089145660400391e+01	1.398378891375170383e+02	1.122169674372645787e+01
1.436583557128906250e+02	-1.637544059753417969e+01	1.397721002237680068e+02	1.070752706935503618e+01
1.436954956054687500e+02	-1.698997497558593750e+01	1.397038902013939037e+02	1.019177436242076418e+01
1.437368011474609375e+02	-1.758752250671386719e+01	1.396335011812572020e+02	9.674596926179980017e+00
1.437818450927734375e+02	-1.817070960998535156e+01	1.395611510631341616e+02	9.156137233563251598e+00
1.438303375244140625e+02	-1.874181747436523438e+01	1.394870359568234335e+02	8.636523510208185428e+00
1.438819427490234375e+02	-1.930282592773437500e+01	1.394113323611437636e+02	8.115871159188632333e+00
1.439364471435546875e+02	-1.985546302795410156e+01	1.393341991250320859e+02	7.594284043271043672e+00
1.439936981201171875e+02	-2.040122413635253906e+01	1.392557792125315359e+02	7.071855638945192091e+00
1.440534973144531250e+02	-2.094139671325683594e+01	1.391762012912810746e+02	6.548670075051964190e+00
1.441157379150390625e+02	-2.147711372375488281e+01	1.390955811621556677e+02	6.024803067548077706e+00
1.441803131103515625e+02	-2.200935173034667969e+01	1.390140230459427926e+02	5.500322760794547072e+00
1.442471008300781250e+02	-2.253895759582519531e+01	1.389316207413511961e+02	4.975290484716378359e+00
1.443160247802734375e+02	-2.306666183471679688e+01	1.388484586672187788e+02	4.449761436246024715e+00
1.443870086669921875e+02	-2.359309196472167969e+01	1.387646128004995774e+02	3.923785292622674170e+00
1.444599609375000000e+02	-2.411879920959472656e+01	1.386801515204523128e+02	3.397406763361687343e+00
1.445348205566406250e+02	-2.464424514770507812e+01	1.385951363684097544e+02	2.870666087026807478e+00
1.446115417480468750e+02	-2.516983604431152344e+01	1.385096227315714543e+02	2.343599478325363084e+00
1.446900329589843750e+02	-2.569591522216796875e+01	1.384236604584170323e+02	1.816239530494132337e+00
1.447702789306640625e+02	-2.622277641296386719e+01	1.383372944125779895e+02	1.288615577445951788e+00
1.448522033691406250e+02	-2.675066184997558594e+01	1.382505649713228877e+02	7.607540197025772777e-01
1.449357757568359375e+02	-2.727978515625000000e+01	1.381635084741932928e+02	2.326786177336300776e-01
1.450209503173828125e+02	-2.781030845642089844e+01	1.380761576267766486e+02	-2.955892440384343955e-01
1.451076812744140625e+02	-2.834238052368164062e+01	1.379885418641016770e+02	-8.240303196332839919e-01
1.451959533691406250e+02	-2.887610435485839844e+01	1.379006876776941795e+02	-1.352627287668701328e+00
1.452857360839843750e+02	-2.941156578063964844e+01	1.378126189099274654e+02	-1.881364558900588957e+00
1.453769989013671875e+02	-2.994883537292480469e+01	1.377243570189374111e+02	-2.410228103009248724e+00
1.454697113037109375e+02	-3.048795318603515625e+01	1.376359213170463534e+02	-2.939205292707014028e+00
1.455638732910156250e+02	-3.102894783020019531e+01	1.375473291853444096e+02	-3.468284763435075746e+00
1.456594390869140625e+02	-3.157180595397949219e+01	1.374585962668126626e+02	-3.997456287090272120e+00
1.457564086914062500e+02	-3.211654281616210938e+01	1.373697366401340787e+02	-4.526710658379950125e+00
1.458547821044921875e+02	-3.266312789916992188e+01	1.372807629761233557e+02	-5.056039592540724215e+00
1.459545440673828125e+02	-3.321152496337890625e+01	1.371916866785136904e+02	-5.585435633285380952e+00
1.460556945800781250e+02	-3.376169586181640625e+01	1.371025180106650510e+02	-6.114892069955594422e+00
1.461582336425781250e+02	-3.431358337402343750e+01	1.370132662096012268e+02	-6.644402862958727951e+00
1.462621307373046875e+02	-3.486711883544921875e+01	1.369239395886437762e+02	-7.173962576661589985e+00
1.463674163818359375e+02	-3.542223739624023438e+01	1.368345456297820988e+02	-7.703566318994197637e+00
1.464740753173828125e+02	-3.597883605957031250e+01	1.367450910668065944e+02	-8.233209687093536289e+00
1.465821228027343750e+02	-3.653684234619140625e+01	1.366555819601286146e+02	-8.762888718382964015e+00
1.466915435791015625e+02	-3.709616470336914062e+01	1.365660237641184551e+02	-9.292599846543359021e+00
1.468023834228515625e+02	-3.765669250488281250e+01	1.364764213877092800e+02	-9.822339861887787293e+00
1.469146118164062500e+02	-3.821831893920898438e+01	1.363867792489410533e+02	-1.035210587569776486e+01
1.470282592773437500e+02	-3.878092575073242188e+01	1.362971013240496347e+02	-1.088189528812672613e+01
1.471433105468750000e+02	-3.934440994262695312e+01	1.362073911916473605e+02	-1.141170575931275089e+01
1.472598114013671875e+02	-3.990863418579101562e+01	1.361176520724852992e+02	-1.194153518338025854e+01
1.473777618408203125e+02	-4.047347640991210938e+01	1.360278868652394806e+02	-1.247138166504098500e+01
1.474971771240234375e+02	-4.103882980346679688e+01	1.359380981787182066e+02	-1.300124349853567196e+01
1.476180725097656250e+02	-4.160454177856445312e+01	1.358482883608490965e+02	-1.353111914868079957e+01
1.477404479980468750e+02	-4.217047119140625000e+01	1.357584595247668631e+02	-1.406100723381145734e+01
1.478643341064453125e+02	-4.273651504516601562e+01	1.356686135722928839e+02	-1.459090651042908249e+01
1.479897613525390625e+02	-4.330250167846679688e+01	1.355787522150662596e+02	-1.512081585938492623e+01
1.481167297363281250e+02	-4.386831283569335938e+01	1.354888769935623429e+02	-1.565073427344515622e+01
1.482452697753906250e+02	-4.443381118774414062e+01	1.353989892942087749e+02	-1.618066084609937505e+01
1.483753814697265625e+02	-4.499883651733398438e+01	1.353090903647905918e+02	-1.671059476148818490e+01
1.485071105957031250e+02	-4.556327056884765625e+01	1.352191813283142210e+02	-1.724053528533804425e+01
1.486404571533203125e+02	-4.612696075439453125e+01	1.351292631954854926e+02	-1.777048175680307196e+01
1.487754821777343750e+02	-4.668978881835937500e+01	1.350393368759396253e+02	-1.830043358112147445e+01
1.489072113037109375e+02	-4.724449920654296875e+01	1.349494031883483274e+02	-1.883039022300804177e+01
1.490356597900390625e+02	-4.779144668579101562e+01	1.348594628695161930e+02	-1.936035120070593152e+01
1.491616058349609375e+02	-4.833197784423828125e+01	1.347695165825672632e+02	-1.989031608063399403e+01
1.492859802246093750e+02	-4.886724472045898438e+01	1.346795649243132402e+02	-2.042028447256941703e+01
1.494096984863281250e+02	-4.939799499511718750e+01	1.345896084318845851e+02	-2.095025602531117315e+01
1.495334777832031250e+02	-4.992478179931640625e+01	1.344996475886988208e+02	-2.148023042277869621e+01
1.496578979492187500e+02	-5.044792556762695312e+01	1.344096828298316382e+02	-2.201020738049951220e+01
1.497742462158203125e+02	-5.097153472900390625e+01	1.343197145468511451e+02	-2.254018664244822290e+01
1.498817749023437500e+02	-5.149439620971679688e+01	1.342297430921687464e+02	-2.307016797820204701e+01
1.499838867187500000e+02	-5.201555252075195312e+01	1.341397687829545191e+02	-2.360015118038047177e+01
1.500831909179687500e+02	-5.253507995605468750e+01	1.340497919046617881e+02	-2.413013606234121511e+01
1.501815338134765625e+02	-5.305287551879882812e+01	1.339598127141982786e+02	-2.466012245610580678e+01
1.502800598144531250e+02	-5.356885528564453125e+01	1.338698314427811340e+02	-2.519011021049398025e+01
1.503795471191406250e+02	-5.408287048339843750e+01	1.337798482985056978e+02	-2.572009918944334217e+01
1.504804687500000000e+02	-5.459478759765625000e+01	1.336898634686578191e+02	-2.625008927049774599e+01
1.505830993652343750e+02	-5.510444641113281250e+01	1.335998771217947194e+02	-2.678008034344675181e+01
1.506876525878906250e+02	-5.561169433593750000e+01	1.335098894096179549e+02	-2.731007230910081773e+01
1.507942047119140625e+02	-5.611638641357421875e+01	1.334199004686588239e+02	-2.784006507818946119e+01
1.509028320312500000e+02	-5.661835479736328125e+01	1.333299104217956597e+02	-2.837005857036931999e+01
1.510135650634765625e+02	-5.711745452880859375e+01	1.332399193796187546e+02	-2.890005271333117776e+01
1.511263885498046875e+02	-5.761354827880859375e+01	1.331499274416595711e+02	-2.943004744199670597e+01
1.512413482666015625e+02	-5.810650253295898438e+01	1.330599346974963169e+02	-2.996004269779586693e+01
1.513583831787109375e+02	-5.859619903564453125e+01	1.329699412277493593e+02	-3.049003842801511510e+01
1.514775238037109375e+02	-5.908250808715820312e+01	1.328799471049771057e+02	-3.102003458521237889e+01
1.515987091064453125e+02	-5.956533432006835938e+01	1.327899523944820714e+02	-3.155003112668985565e+01
1.517220153808593750e+02	-6.004458999633789062e+01	1.326999571550365715e+02	-3.208002801401952553e+01
1.518473510742187500e+02	-6.052016830444335938e+01	1.326099614395355673e+02	-3.261002521261629283e+01
1.519747619628906250e+02	-6.099201202392578125e+01	1.325199652955847114e+02	-3.314002269135346523e+01
1.521042480468750000e+02	-6.146002960205078125e+01	1.324299687660289351e+02	-3.367002042221692193e+01
1.522357788085937500e+02	-6.192418289184570312e+01	1.323399718894287389e+02	-3.420001837999407712e+01
1.523693847656250000e+02	-6.238441467285156250e+01	1.322499747004885364e+02	-3.473001654199337906e+01
1.525050811767578125e+02	-6.284067916870117188e+01	1.321599772304423652e+02	-3.526001488779270687e+01
1.526428527832031250e+02	-6.329293823242187500e+01	1.320699795074008307e+02	-3.579001339901222423e+01
1.527827453613281250e+02	-6.374115753173828125e+01	1.319799815566634038e+02	-3.632001205910979991e+01
1.529247589111328125e+02	-6.418533325195312500e+01	1.318899834009997676e+02	-3.685001085319757408e+01
1.530688934326171875e+02	-6.462544250488281250e+01	1.317999850609024861e+02	-3.738000976787650842e+01
1.532152099609375000e+02	-6.506147003173828125e+01	1.317099865548149182e+02	-3.791000879108757715e+01
1.533637237548828125e+02	-6.549340820312500000e+01	1.316199878993361096e+02	-3.844000791197759526e+01
1.535144348144531250e+02	-6.592127227783203125e+01	1.315299891094051929e+02	-3.897000712077855411e+01
1.536674194335937500e+02	-6.634506225585937500e+01	1.314399901984673420e+02	-3.950000640869950530e+01
1.538226776123046875e+02	-6.676478576660156250e+01	1.313499911786233270e+02	-4.003000576782823572e+01
1.539802551269531250e+02	-6.718046569824218750e+01	1.312599920607636648e+02	-4.056000519104418345e+01
1.541401824951171875e+02	-6.759212493896484375e+01	1.311699928546899798e+02	-4.109000467193859407e+01
1.543025207519531250e+02	-6.799978637695312500e+01	1.310799935692236886e+02	-4.162000420474352325e+01
1.544673156738281250e+02	-6.840348815917968750e+01	1.309899942123039693e+02	-4.215000378426790206e+01
1.546345825195312500e+02	-6.880323791503906250e+01	1.308999947910762955e+02	-4.268000340583992624e+01
1.548044128417968750e+02	-6.919909667968750000e+01	1.308099953119713348e+02	-4.321000306525474599e+01
1.549768218994140625e+02	-6.959110260009765625e+01	1.307199957807768840e+02	-4.374000275872807464e+01
1.551519012451171875e+02	-6.997930145263671875e+01	1.306299962027019035e+02	-4.427000248285400374e+01
1.553296966552734375e+02	-7.036373138427734375e+01	1.305399965824343838e+02	-4.480000223456740116e+01
1.555102539062500000e+02	-7.074444580078125000e+01	1.304499969241936412e+02	-4.533000201110948524e+01
1.556936645507812500e+02	-7.112149810791015625e+01	1.303599972317769584e+02	-4.586000180999727860e+01
1.558800201416015625e+02	-7.149495697021484375e+01	1.302699975086019322e+02	-4.639000162899635882e+01
1.560693359375000000e+02	-7.186486053466796875e+01	1.301799977577444452e+02	-4.692000146609559152e+01
1.562937469482421875e+02	-7.224084472656250000e+01	1.300899979819726866e+02	-4.745000131948476252e+01
1.565642547607421875e+02	-7.261961364746093750e+01	1.299999981837781036e+02	-4.798000118753501653e+01
1.568631439208984375e+02	-7.299244689941406250e+01	1.299099983654029984e+02	-4.851000106878034757e+01
1.571806030273437500e+02	-7.335878753662109375e+01	1.298199985288653693e+02	-4.904000096190110725e+01
1.575102844238281250e+02	-7.371851348876953125e+01	1.297299986759815056e+02	-4.957000086570975128e+01
1.578481292724609375e+02	-7.407190704345703125e+01	1.296399988083860535e+02	-5.010000077913761629e+01
1.581916046142578125e+02	-7.441942596435546875e+01	1.295499989275501207e+02	-5.063000070122269847e+01
1.585392608642578125e+02	-7.476165008544921875e+01	1.294599990347978178e+02	-5.116000063109927254e+01
1.588903350830078125e+02	-7.509920501708984375e+01	1.293699991313207249e+02	-5.169000056798812892e+01
1.592445831298828125e+02	-7.543270111083984375e+01	1.292799992181913353e+02	-5.222000051118801878e+01
1.596019592285156250e+02	-7.576274871826171875e+01	1.291899992963749071e+02	-5.275000046006792331e+01
1.599626770019531250e+02	-7.608989715576171875e+01	1.290999993667400645e+02	-5.328000041405991993e+01
1.603270263671875000e+02	-7.641468048095703125e+01	1.290099994300687740e+02	-5.381000037265268077e+01
1.606953430175781250e+02	-7.673757171630859375e+01	1.289199994870645867e+02	-5.434000033538616492e+01
1.596433868408203125e+02	-7.618819427490234375e+01	1.288299995383608234e+02	-5.487000030184633914e+01
1.571878509521484375e+02	-7.516833496093750000e+01	1.286039995845274007e+02	-5.529300027166041076e+01
1.536727905273437500e+02	-7.374649810791015625e+01	1.282555996260773554e+02	-5.561970024449319538e+01
1.494960327148437500e+02	-7.200370788574218750e+01	1.277970396634723187e+02	-5.585973022004267108e+01
1.449677124023437500e+02	-6.997395324707031250e+01	1.272393356971277569e+02	-5.602175719803708631e+01
1.404669189453125000e+02	-6.776255035400390625e+01	1.265924021274176710e+02	-5.611358147823217735e+01
1.364139556884765625e+02	-6.548095703125000000e+01	1.258651619146786089e+02	-5.614222333040775226e+01
1.326849212646484375e+02	-6.316009902954101562e+01	1.250656457232134215e+02	-5.611400099736582803e+01
1.293220977783203125e+02	-6.076873397827148438e+01	1.242010811508947654e+02	-5.603460089762804586e+01
1.264103317260742188e+02	-5.832805252075195312e+01	1.232779730358079746e+02	-5.590914080786403417e+01
1.239380722045898438e+02	-5.586679077148437500e+01	1.223021757322298697e+02	-5.574222672707632142e+01
1.218294143676757812e+02	-5.342613601684570312e+01	1.212789581590095622e+02	-5.553800405436748377e+01
1.200226287841796875e+02	-5.104444885253906250e+01	1.202130623431113179e+02	-5.530020364892946816e+01
1.184658050537109375e+02	-4.875178146362304688e+01	1.191087561088028508e+02	-5.503218328403533377e+01
1.171157150268554688e+02	-4.657090759277343750e+01	1.179698804979252742e+02	-5.473696495563063991e+01
1.159364547729492188e+02	-4.451798629760742188e+01	1.167998924481354095e+02	-5.441726846006643115e+01
1.148983688354492188e+02	-4.260332489013671875e+01	1.156019032033245679e+02	-5.407554161405859361e+01
1.139769897460937500e+02	-4.083219146728515625e+01	1.143787128829947903e+02	-5.371398745265153707e+01
1.131522064208984375e+02	-3.920565795898437500e+01	1.131328415946980073e+02	-5.333458870738519408e+01
1.124074783325195312e+02	-3.772155380249023438e+01	1.118665574352308880e+02	-5.293912983664552740e+01
1.117292098999023438e+02	-3.637520980834960938e+01	1.105819016917104989e+02	-5.252921685297977206e+01
1.111062240600585938e+02	-3.516022109985351562e+01	1.092807115225421342e+02	-5.210629516768067049e+01
1.105292205810546875e+02	-3.406904983520507812e+01	1.079646403702905957e+02	-5.167166565091149266e+01
1.099905090332031250e+02	-3.309352874755859375e+01	1.066351763332642264e+02	-5.122649908581914246e+01
1.094836578369140625e+02	-3.222527694702148438e+01	1.052936586999404796e+02	-5.077184917723608493e+01
1.090032348632812500e+02	-3.145594215393066406e+01	1.039412928299491199e+02	-5.030866425951136733e+01
1.085446624755859375e+02	-3.077744483947753906e+01	1.025791635469569059e+02	-4.983779783355902993e+01
1.081040344238281250e+02	-3.018210029602050781e+01	1.012082471922638973e+02	-4.936001805020188016e+01
1.076779861450195312e+02	-2.966272926330566406e+01	9.982942247304019645e+01	-4.887601624518049448e+01
1.072636337280273438e+02	-2.921268844604492188e+01	9.844348022573886681e+01	-4.838641462066118493e+01
1.068584747314453125e+02	-2.882589149475097656e+01	9.705113220316766842e+01	-4.789177315859384265e+01
1.064603195190429688e+02	-2.849680900573730469e+01	9.565301898285358106e+01	-4.739259584273326453e+01
1.060672607421875000e+02	-2.822044181823730469e+01	9.424971708457091779e+01	-4.688933625845869813e+01
1.056776046752929688e+02	-2.799230575561523438e+01	9.284174537611650635e+01	-4.638240263261155860e+01
1.052898635864257812e+02	-2.780838966369628906e+01	9.142957083850754429e+01	-4.587216236934911251e+01
